ObjectID,Loc_name,Status,Score,Match_type,Match_addr,Xmin,Xmax,Ymin,Ymax,Addr_type,ARC_SingleLine,datum_čas_odtahu,místo_nařízeného_odtahu,důvod_nařízeného_odtahu,ulice,X,Y
3656,ul_co_zn,M,100,A,Hybešova 61,0,0,0,0,Address,Hybešova 61,2014-01-10 14:50:00.000,"Hybešova 61, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 61,16.5991117282196,49.1888257459065
3657,ul_co_zn,M,100,A,Cejl 18,0,0,0,0,Address,Cejl 18,2014-01-10 15:05:00.000,"Cejl 18, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Cejl 18,16.6176206463857,49.1971296090387
3658,ul_co_zn,M,100,A,Cejl 89,0,0,0,0,Address,Cejl 89,2014-01-10 15:30:00.000,"Cejl 89, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Cejl 89,16.6251906434768,49.1995891640726
3659,ul_co_zn,M,100,A,Cejl 85,0,0,0,0,Address,Cejl 85,2014-01-10 15:35:00.000,"Cejl 85, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Cejl 85,16.6241532416122,49.2001676724675
3660,ul_co_zn,M,100,A,Cejl 73,0,0,0,0,Address,Cejl 73,2014-01-10 15:55:00.000,"Cejl 73, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Cejl 73,16.6235195136665,49.1992292370628
3661,ul_co_zn,M,100,A,Cejl 79,0,0,0,0,Address,Cejl 79,2014-01-10 16:00:00.000,"Cejl 79, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Cejl 79,16.6241078588389,49.1993736783366
3662,ul_co_zn,M,100,A,Hybešova 43,0,0,0,0,Address,Hybešova 43,2014-01-10 16:45:00.000,"Hybešova 43, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 43,16.6015089722866,49.1892022842428
3663,ul_co_zn,M,100,A,třída Kpt. Jaroše 15,0,0,0,0,Address,třída Kpt. Jaroše 15,2014-01-10 16:50:00.000,"třída Kpt. Jaroše 15-naproti, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 15,16.6104129481475,49.2016850991034
3664,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2014-01-10 17:15:00.000,"Vodní 32, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
3665,ul_co_zn,M,100,A,Hrnčířská 37,0,0,0,0,Address,Hrnčířská 37,2014-01-10 20:20:00.000,"Hrnčířská 37, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hrnčířská 37,16.5980461739614,49.2089685726609
3666,ul_co_zn,M,100,A,Grohova 56b,0,0,0,0,Address,Grohova 56b,2014-01-11 00:20:00.000,"Grohova 56b-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Grohova 56b,16.5883557930832,49.1992546571376
3667,ulice,M,100,A,Kubánská,0,0,0,0,Address,Kubánská,2014-01-11 03:30:00.000,"Kubánská-x Zborovská, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kubánská,16.5807705906409,49.2134449876247
3668,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2014-01-11 04:25:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
3669,ul_co_zn,M,100,A,Hoblíkova 32,0,0,0,0,Address,Hoblíkova 32,2014-01-11 09:05:00.000,"Hoblíkova 32, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hoblíkova 32,16.6222594306495,49.2053215120458
3670,ul_co_zn,M,100,A,Antonínská 2,0,0,0,0,Address,Antonínská 2,2014-01-11 10:10:00.000,"Antonínská 2, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Antonínská 2,16.60347134596,49.201264972155
3671,ul_co_zn,M,100,A,Hybešova 19,0,0,0,0,Address,Hybešova 19,2014-01-11 10:10:00.000,"Hybešova 19, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 19,16.6051743072519,49.1890403155651
3672,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2014-01-11 15:00:00.000,"Vodní 32-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
3673,ul_co_zn,M,100,A,Pekařská 29,0,0,0,0,Address,Pekařská 29,2014-01-11 16:00:00.000,"Pekařská 29, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 29,16.6022423149748,49.1920270554175
3674,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2014-01-11 16:00:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
3675,ul_co_zn,M,100,A,Čápkova 1,0,0,0,0,Address,Čápkova 1,2014-01-11 17:45:00.000,"Čápkova 1, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Čápkova 1,16.5947353582688,49.1994818012547
3676,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2014-01-11 19:40:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
3677,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2014-01-11 20:15:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
3678,ul_co_zn,M,100,A,Skácelova 27,0,0,0,0,Address,Skácelova 27,2014-01-11 22:05:00.000,"Skácelova 27, Brno-Královo Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Skácelova 27,16.5872051649024,49.2218721968697
3679,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2014-01-12 02:40:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
3680,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2014-01-12 03:10:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
3681,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2014-01-12 03:40:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
3682,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2014-01-12 04:10:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
3683,ul_co_zn,M,100,A,Cihlářská 4,0,0,0,0,Address,Cihlářská 4,2014-01-12 07:41:00.000,"Cihlářská 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Cihlářská 4,16.6064043480045,49.2031605507923
3684,ul_co_zn,M,100,A,Biskupská 7,0,0,0,0,Address,Biskupská 7,2014-01-12 09:40:00.000,"Biskupská 7, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Biskupská 7,16.6067783084195,49.1917953325178
3685,ul_co_zn,M,100,A,Gorkého 26,0,0,0,0,Address,Gorkého 26,2014-01-12 15:02:00.000,"Gorkého 26-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gorkého 26,16.5963723826908,49.1996630870929
3686,ul_co_zn,M,100,A,Bratislavská 26,0,0,0,0,Address,Bratislavská 26,2014-01-12 15:35:00.000,"Bratislavská 26, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Bratislavská 26,16.617523307113,49.1989364847024
3687,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2014-01-12 16:48:00.000,"Vodní 32-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
3688,ul_co_zn,M,100,A,Stojanova 14,0,0,0,0,Address,Stojanova 14,2014-01-12 21:35:00.000,"Stojanova 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Stojanova 14,16.5919519131844,49.2000066749999
3689,ul_co_zn,M,100,A,Grohova 34a,0,0,0,0,Address,Grohova 34a,2014-01-12 22:40:00.000,"Grohova 34a, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Grohova 34a,16.5948070338266,49.2006392386971
3690,ul_co_zn,M,100,A,Čápkova 10,0,0,0,0,Address,Čápkova 10,2014-01-12 22:45:00.000,"Čápkova 10, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Čápkova 10,16.5948625055661,49.2003662133251
3691,ul_co_zn,M,100,A,Údolní 70,0,0,0,0,Address,Údolní 70,2014-01-13 02:30:00.000,"Údolní 70, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 70,16.5880022693865,49.1990503645015
3692,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2014-01-13 07:45:00.000,"Vodní 32, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
3693,ul_co_zn,M,100,A,Veveří 6,0,0,0,0,Address,Veveří 6,2014-01-13 08:35:00.000,"Veveří 6, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 6,16.6031198430708,49.1991852033353
3694,ul_co_zn,M,100,A,Veveří 8,0,0,0,0,Address,Veveří 8,2014-01-13 08:40:00.000,"Veveří 8, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 8,16.6029713090314,49.199278963975
3695,ul_co_zn,M,100,A,Veselá 24,0,0,0,0,Address,Veselá 24,2014-01-13 09:00:00.000,"Veselá 24, Brno","§ 27 odst. 1 písm. o) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veselá 24,16.6059167948402,49.1962520734587
3696,ul_co_zn,M,100,A,Veveří 12,0,0,0,0,Address,Veveří 12,2014-01-13 09:20:00.000,"Veveří 12, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 12,16.6026256896307,49.1994929790492
3697,ul_co_zn,M,100,A,Údolní 13,0,0,0,0,Address,Údolní 13,2014-01-13 09:40:00.000,"Údolní 13, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 13,16.6009732319448,49.196669347931
3698,ul_co_zn,M,100,A,Pekařská 29,0,0,0,0,Address,Pekařská 29,2014-01-13 10:45:00.000,"Pekařská 29, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 29,16.6022423149748,49.1920270554175
3699,ul_co_zn,M,100,A,Pekařská 17,0,0,0,0,Address,Pekařská 17,2014-01-13 10:50:00.000,"Pekařská 17, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 17,16.6031621786867,49.192100330379
3700,ul_co_zn,M,100,A,Pekařská 8,0,0,0,0,Address,Pekařská 8,2014-01-13 11:35:00.000,"Pekařská 8, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 8,16.6037733918822,49.1924390764819
3701,ul_co_zn,M,100,A,Pekařská 29,0,0,0,0,Address,Pekařská 29,2014-01-13 11:45:00.000,"Pekařská 29, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 29,16.6022423149748,49.1920270554175
3702,ul_co_zn,M,100,A,Jezuitská 4,0,0,0,0,Address,Jezuitská 4,2014-01-13 13:25:00.000,"Jezuitská 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jezuitská 4,16.6125885683497,49.19740960425
3703,ul_co_zn,M,100,A,Moravské náměstí 9,0,0,0,0,Address,Moravské náměstí 9,2014-01-13 13:35:00.000,"Moravské náměstí 9-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 9,16.6055934581474,49.1988035459591
3704,ul_co_zn,M,100,A,Veselá 37,0,0,0,0,Address,Veselá 37,2014-01-13 14:05:00.000,"Veselá 37, Brno","§ 27 odst. 1 písm. o) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veselá 37,16.6055515994345,49.1962378580902
3705,ul_co_zn,M,100,A,Veveří 17,0,0,0,0,Address,Veveří 17,2014-01-13 14:30:00.000,"Veveří 17, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 17,16.601249986843,49.1999041305393
3706,ul_co_zn,M,100,A,Pekařská 14,0,0,0,0,Address,Pekařská 14,2014-01-13 15:30:00.000,"Pekařská 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 14,16.6029087400149,49.1923665555357
3707,ul_co_zn,M,100,A,Pekařská 14,0,0,0,0,Address,Pekařská 14,2014-01-13 15:35:00.000,"Pekařská 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 14,16.6029087400149,49.1923665555357
3708,ul_co_zn,M,100,A,Pekařská 30,0,0,0,0,Address,Pekařská 30,2014-01-13 16:50:00.000,"Pekařská 30, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 30,16.6012396011842,49.1921162277716
3709,ul_co_zn,M,100,A,Bratislavská 16,0,0,0,0,Address,Bratislavská 16,2014-01-13 17:00:00.000,"Bratislavská 16, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Bratislavská 16,16.6168411172665,49.1986044680612
3710,ul_co_zn,M,100,A,Čápkova 1,0,0,0,0,Address,Čápkova 1,2014-01-13 20:45:00.000,"Čápkova 1, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Čápkova 1,16.5947353582688,49.1994818012547
3711,ul_co_zn,M,100,A,Jugoslávská 60,0,0,0,0,Address,Jugoslávská 60,2014-01-13 22:48:00.000,"Jugoslávská 60-naproti, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jugoslávská 60,16.6227008682776,49.2081250395323
3712,ul_co_zn,M,100,A,Jugoslávská 43,0,0,0,0,Address,Jugoslávská 43,2014-01-13 23:52:00.000,"Jugoslávská 43, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jugoslávská 43,16.6218228346351,49.2061568537174
3713,ulice,M,100,A,Botanická,0,0,0,0,Address,Botanická,2014-01-14 00:13:00.000,"Botanická-naproti ZŠ, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Botanická,16.6001961123685,49.2066252264596
3714,ul_co_zn,M,100,A,Bratislavská 5a,0,0,0,0,Address,Bratislavská 5a,2014-01-14 02:39:00.000,"Bratislavská 5a, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Bratislavská 5a,16.6153869197065,49.198706588801
3715,ul_co_zn,M,100,A,Gorkého 56,0,0,0,0,Address,Gorkého 56,2014-01-14 03:11:00.000,"Gorkého 56, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gorkého 56,16.5918161666554,49.1991863198181
